55748	23870	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55751	23870	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55754	23870	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55756	23870	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55758	23870	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55760	23870	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55762	23870	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55764	23870	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55765	23870	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55766	23870	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55768	23870	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55770	23870	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55771	23870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
55772	23870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56043	23870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56045	23870	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56048	23870	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56051	23870	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56054	23870	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56056	23870	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56058	23870	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
56060	23870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
