3573	23875	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3576	23875	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3577	23875	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3580	23875	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3582	23875	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3584	23875	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3585	23875	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3586	23875	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3588	23875	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3589	23875	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3590	23875	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
3591	23875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
