1564674902	2902	23875	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1564674904	2904	23875	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674906	2906	23875	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674907	2907	23875	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674909	2909	23875	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674910	2910	23875	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674911	2911	23875	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
1564674912	2912	23875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1	4
190188374	2902	2902	23875	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190319448	2904	2904	23875	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190450522	2906	2906	23875	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190516059	2907	2907	23875	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190647133	2909	2909	23875	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190712670	2910	2910	23875	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190778207	2911	2911	23875	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
190843744	2912	2912	23875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	100	10	10	95	105	3000	7	8	9	10	1
